experiment_kind,experiment_anchor,experiment_sweep_param,sweep_index,sweep_value,replicate_index,seed,theta,num_runs,shots,distance,gate_speed_factor,client_gate_speed_factor,entanglement_speed_factor,ent_sweep_mode,Tsrv_est_ms,Tcc_est_ms,Tent_est_ms,Tmax_est_ms,Tmin_est_ms,zz_cost,xx_cost,zz_time,xx_time,total_time,energy,sweep_low,sweep_high
sweep,light,entanglement_speed_factor,22,11246.826503806984,0,72823,0.2297,10,10,100.0,0.263,1.0,11246.826503806984,time,2.49324,2.5,0.44456985250973063,5.437809852509731,2.5,-1.8097603781282057,-0.020719372615949243,103820313.52509724,103855818.52509724,207676132.05019447,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,23,14997.884186649118,0,73820,0.2297,10,10,100.0,0.263,1.0,14997.884186649118,time,2.49324,2.5,0.33338035804083094,5.326620358040831,2.5,-1.8097603781282054,-0.020719372615949236,102708418.58040833,102743923.58040833,205452342.16081667,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,24,20000.000000000004,0,74817,0.2297,10,10,100.0,0.263,1.0,20000.000000000004,time,2.49324,2.5,0.24999999999999994,5.24324,2.5,-1.8097603781282057,-0.020719372615949225,101874615.0,101910120.0,203784735.0,-1.145630955773553,20.0,20000.0
anchor,heavy,,-1,,0,75814,0.2297,10,10,1000.0,2.63,1.0,200.0,time,24.9324,25.0,25.0,74.9324,25.0,-1.8097603781282057,-0.020719372615949236,568662300.0,572212800.0,1140875100.0,-1.145630955773553,,
sweep,heavy,distance,0,10.0,0,76811,0.2297,10,10,10.0,2.63,1.0,200.0,time,24.9324,0.25,25.0,50.1824,25.0,-1.8097603781282054,-0.020719372615949236,321162300.0,324712800.0,645875100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,1,13.33521432163324,0,77808,0.2297,10,10,13.33521432163324,2.63,1.0,200.0,time,24.9324,0.333380358040831,25.0,50.26578035804083,25.0,-1.8097603781282057,-0.020719372615949232,321962110.0,325512800.0,647474910.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,2,17.78279410038923,0,78805,0.2297,10,10,17.78279410038923,2.63,1.0,200.0,time,24.9324,0.44456985250973075,25.0,50.37696985250973,25.0,-1.8097603781282057,-0.020719372615949236,323062300.0,326612800.0,649675100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,3,23.71373705661655,0,79802,0.2297,10,10,23.71373705661655,2.63,1.0,200.0,time,24.9324,0.5928434264154138,25.0,50.525243426415415,25.0,-1.8097603781282054,-0.020719372615949232,324562300.0,328112800.0,652675100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,4,31.622776601683793,0,80799,0.2297,10,10,31.622776601683793,2.63,1.0,200.0,time,24.9324,0.7905694150420949,25.0,50.7229694150421,25.0,-1.8097603781282054,-0.02071937261594924,326562300.0,330112800.0,656675100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,5,42.169650342858226,0,81796,0.2297,10,10,42.169650342858226,2.63,1.0,200.0,time,24.9324,1.0542412585714558,25.0,50.98664125857145,25.0,-1.8097603781282057,-0.020719372615949225,329162300.0,332712800.0,661875100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,6,56.23413251903491,0,82793,0.2297,10,10,56.23413251903491,2.63,1.0,200.0,time,24.9324,1.4058533129758728,25.0,51.33825331297587,25.0,-1.8097603781282054,-0.02071937261594923,332712300.0,336262800.0,668975100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,7,74.98942093324558,0,83790,0.2297,10,10,74.98942093324558,2.63,1.0,200.0,time,24.9324,1.8747355233311396,25.0,51.80713552333114,25.0,-1.8097603781282054,-0.02071937261594923,337362300.0,340912800.0,678275100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,8,100.0,0,84787,0.2297,10,10,100.0,2.63,1.0,200.0,time,24.9324,2.5,25.0,52.4324,25.0,-1.8097603781282054,-0.02071937261594923,343661310.0,347212800.0,690874110.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,9,133.3521432163324,0,85784,0.2297,10,10,133.3521432163324,2.63,1.0,200.0,time,24.9324,3.33380358040831,25.0,53.266203580408316,25.0,-1.8097603781282057,-0.02071937261594923,351962300.0,355512800.0,707475100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,10,177.82794100389228,0,86781,0.2297,10,10,177.82794100389228,2.63,1.0,200.0,time,24.9324,4.445698525097307,25.0,54.37809852509731,25.0,-1.8097603781282057,-0.020719372615949236,363112300.0,366662800.0,729775100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,11,237.13737056616552,0,87778,0.2297,10,10,237.13737056616552,2.63,1.0,200.0,time,24.9324,5.928434264154138,25.0,55.860834264154136,25.0,-1.8097603781282054,-0.020719372615949243,377912300.0,381462800.0,759375100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,12,316.22776601683796,0,88775,0.2297,10,10,316.22776601683796,2.63,1.0,200.0,time,24.9324,7.905694150420949,25.0,57.83809415042095,25.0,-1.8097603781282054,-0.020719372615949243,397712300.0,401262800.0,798975100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,13,421.6965034285823,0,89772,0.2297,10,10,421.6965034285823,2.63,1.0,200.0,time,24.9324,10.542412585714558,25.0,60.47481258571456,25.0,-1.8097603781282057,-0.02071937261594924,424062300.0,427612800.0,851675100.0,-1.145630955773553,10.0,10000.0
sweep,heavy,distance,14,562.341325190349,0,90769,0.2297,10,10,562.341325190349,2.63,1.0,200.0,time,24.9324,14.058533129758727,25.0,63.99093312975873,25.0,-1.8097603781282057,-0.02071937261594923,459212300.0,462762800.0,921975100.0,-1.145630955773553,10.0,10000.0
